Voos,Companhia.Aerea,Aeroporto.Origem,Cidade.Origem,Estado.Origem,Aeroporto.Destino,Cidade.Destino,Estado.Destino,LongDest,LatDest,LongOrig,LatOrig
GLO - 2131,GOL,Viracopos,Campinas,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.1375685,-23.008205
GLO - 2132,GOL,Congonhas,Sao Paulo,SP,Regional Hugo Cantergiani,Caxias Do Sul,RS,-51.1869302,-29.1949191,-46.6565842,-23.6273246
GLO - 2133,GOL,Regional Da Zona Da Mata,Goiana,MG,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-43.1709909,-21.514326800000000
GLO - 2135,GOL,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-63.89832,-8.7141702
GLO - 2136,GOL,Santos Dumont,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.1648755,-22.911143800000000
GLO - 2137,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.9172348,-15.869736900000000
GLO - 2138,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-46.478126,-23.434552900000000
GLO - 2139,GOL,Tancredo Neves,Confins,MG,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.965396000000000,-19.634099
GLO - 2140,GOL,Tancredo Neves,Confins,MG,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.965396000000000,-19.634099
GLO - 2141,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.9172348,-15.869736900000000
GLO - 2142,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Presidente Prudente,Presidente Prudente,SP,-51.4176625,-22.1783402,-46.478126,-23.434552900000000
GLO - 2143,GOL,Presidente Prudente,Presidente Prudente,SP,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-51.4176625,-22.1783402
GLO - 2144,GOL,Salgado Filho,Porto Alegre,RS,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-51.175381100000000,-29.9934732
GLO - 2145,GOL,Tancredo Neves,Confins,MG,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-43.965396000000000,-19.634099
GLO - 2146,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Bahia - Jorge Amado,Ilheus,BA,-39.0317095,-14.8140511,-43.2494233,-22.8134098
GLO - 2147,GOL,Bahia - Jorge Amado,Ilheus,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-39.0317095,-14.8140511
GLO - 2148,GOL,Viracopos,Campinas,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.1375685,-23.008205
GLO - 2149,GOL,Tancredo Neves,Confins,MG,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-43.965396000000000,-19.634099
GLO - 2150,GOL,Tancredo Neves,Confins,MG,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.965396000000000,-19.634099
GLO - 2151,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.9172348,-15.869736900000000
GLO - 2152,GOL,Santos Dumont,Rio De Janeiro,RJ,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-43.1648755,-22.911143800000000
GLO - 2153,GOL,Hercilio Luz,Florianopolis,SC,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-48.5459657,-27.670118
GLO - 2154,GOL,Viracopos,Campinas,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.1375685,-23.008205
GLO - 2155,GOL,Santos Dumont,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.1648755,-22.911143800000000
GLO - 2156,GOL,Viracopos,Campinas,SP,Governador Aluizio Alves,Natal,RN,-35.3673819,-5.768370200000000,-47.1375685,-23.008205
GLO - 2157,GOL,Governador Aluizio Alves,Natal,RN,Viracopos,Campinas,SP,-47.1375685,-23.008205,-35.3673819,-5.768370200000000
GLO - 2158,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 2159,GOL,Congonhas,Sao Paulo,SP,Hercilio Luz,Florianopolis,SC,-48.5459657,-27.670118,-46.6565842,-23.6273246
GLO - 2160,GOL,Governador Aluizio Alves,Natal,RN,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-35.3673819,-5.768370200000000
GLO - 2161,GOL,Hercilio Luz,Florianopolis,SC,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-48.5459657,-27.670118
GLO - 2163,GOL,Guararapes - Gilberto Freyre,Recife,PE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-34.924015400000000,-8.1259315
GLO - 2164,GOL,Presidente Joao Suassuna,Campina Grande,PB,Presidente Castro Pinto,Bayeux,PB,-34.950613700000000,-7.147060000000000,-35.8940206,-7.2688784
GLO - 2165,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 2166,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-46.478126,-23.434552900000000
GLO - 2167,GOL,Porto Seguro,Porto Seguro,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-39.0821431,-16.4395303
GLO - 2169,GOL,Santos Dumont,Rio De Janeiro,RJ,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.1648755,-22.911143800000000
GLO - 2170,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Bauru/Arealva,Arealva,SP,-49.0721697,-22.165992200000000,-46.478126,-23.434552900000000
GLO - 2171,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-38.3312411,-12.9110977
GLO - 2172,GOL,Marechal Rondon,Varzea Grande,MT,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-56.117268700000000,-15.653078600000000
GLO - 2173,GOL,Congonhas,Sao Paulo,SP,Marechal Rondon,Varzea Grande,MT,-56.117268700000000,-15.653078600000000,-46.6565842,-23.6273246
GLO - 2177,GOL,Eurico De Aguiar Salles,Vitoria,ES,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-40.2835346,-20.257648900000000
GLO - 2178,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Eurico De Aguiar Salles,Vitoria,ES,-40.2835346,-20.257648900000000,-46.478126,-23.434552900000000
GLO - 2179,GOL,Governador Jorge Teixeira De Oliveira,Porto Velho,RO,Placido De Castro,Sena Madureira,AC,-67.894367,-9.870171000000000,-63.89832,-8.7141702
GLO - 2180,GOL,Congonhas,Sao Paulo,SP,Governador Jose Richa,Londrina,PR,-51.133159900000000,-23.332071400000000,-46.6565842,-23.6273246
GLO - 2181,GOL,Governador Jose Richa,Londrina,PR,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-51.133159900000000,-23.332071400000000
GLO - 2182,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-46.478126,-23.434552900000000
GLO - 2183,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.2494233,-22.8134098
GLO - 2184,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-38.3312411,-12.9110977
GLO - 2185,GOL,Santa Genoveva,Goiania,GO,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-49.2221166,-16.632488000000000
GLO - 2186,GOL,Viracopos,Campinas,SP,Santos Dumont,Rio De Janeiro,RJ,-43.1648755,-22.911143800000000,-47.1375685,-23.008205
GLO - 2187,GOL,Congonhas,Sao Paulo,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-46.6565842,-23.6273246
GLO - 2188,GOL,Salgado Filho,Porto Alegre,RS,Cataratas,Foz Do Iguacu,PR,-54.4909265,-25.5938142,-51.175381100000000,-29.9934732
GLO - 2189,GOL,Cataratas,Foz Do Iguacu,PR,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-54.4909265,-25.5938142
GLO - 2190,GOL,Congonhas,Sao Paulo,SP,Ministro Victor Konder,Navegantes,SC,-48.649086700000000,-26.8805344,-46.6565842,-23.6273246
GLO - 2195,GOL,Porto Seguro,Porto Seguro,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-39.0821431,-16.4395303
GLO - 2196,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-38.3312411,-12.9110977
GLO - 2197,GOL,Santa Genoveva,Goiania,GO,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-49.2221166,-16.632488000000000
GLO - 2198,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-46.478126,-23.434552900000000
GLO - 2199,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-46.478126,-23.434552900000000
GLO - 4800,GOL,Viracopos,Campinas,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.1375685,-23.008205
GLO - 4801,GOL,Viracopos,Campinas,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.1375685,-23.008205
GLO - 4803,GOL,Viracopos,Campinas,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.1375685,-23.008205
GLO - 4804,GOL,Tancredo Neves,Confins,MG,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.965396000000000,-19.634099
GLO - 4805,GOL,Tancredo Neves,Confins,MG,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.965396000000000,-19.634099
GLO - 4808,GOL,Tancredo Neves,Confins,MG,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.965396000000000,-19.634099
GLO - 4810,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-38.3312411,-12.9110977
GLO - 4811,GOL,Salgado Filho,Porto Alegre,RS,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-51.175381100000000,-29.9934732
GLO - 4814,GOL,Congonhas,Sao Paulo,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-46.6565842,-23.6273246
GLO - 4815,GOL,Porto Seguro,Porto Seguro,BA,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-39.0821431,-16.4395303
GLO - 4817,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-47.9172348,-15.869736900000000
GLO - 4832,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 4833,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 4842,GOL,Viracopos,Campinas,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-47.1375685,-23.008205
GLO - 4853,GOL,Viracopos,Campinas,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.1375685,-23.008205
GLO - 4856,GOL,Tancredo Neves,Confins,MG,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.965396000000000,-19.634099
GLO - 4870,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Macapa,Macapa,AP,-51.067109500000000,0.05000810000000000,-47.9172348,-15.869736900000000
GLO - 4871,GOL,Macapa,Macapa,AP,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-51.067109500000000,0.05000810000000000
GLO - 4879,GOL,Congonhas,Sao Paulo,SP,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-46.6565842,-23.6273246
GLO - 4886,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.9172348,-15.869736900000000
GLO - 4887,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.2494233,-22.8134098
GLO - 4888,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-47.9172348,-15.869736900000000
GLO - 4889,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-43.2494233,-22.8134098
GLO - 4891,GOL,Guararapes - Gilberto Freyre,Recife,PE,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-34.924015400000000,-8.1259315
GLO - 4892,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-47.9172348,-15.869736900000000
GLO - 4893,GOL,Guararapes - Gilberto Freyre,Recife,PE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-34.924015400000000,-8.1259315
GLO - 4894,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-43.2494233,-22.8134098
GLO - 4895,GOL,Guararapes - Gilberto Freyre,Recife,PE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-34.924015400000000,-8.1259315
GLO - 4896,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Guararapes - Gilberto Freyre,Recife,PE,-34.924015400000000,-8.1259315,-46.478126,-23.434552900000000
GLO - 4911,GOL,Pinto Martins,Fortaleza,CE,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-38.5330966,-3.7771555
GLO - 4912,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-47.9172348,-15.869736900000000
GLO - 4913,GOL,Pinto Martins,Fortaleza,CE,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.5330966,-3.7771555
GLO - 4914,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-43.2494233,-22.8134098
GLO - 4915,GOL,Pinto Martins,Fortaleza,CE,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.5330966,-3.7771555
GLO - 4916,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Pinto Martins,Fortaleza,CE,-38.5330966,-3.7771555,-46.478126,-23.434552900000000
GLO - 4928,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-46.478126,-23.434552900000000
GLO - 4936,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Bauru/Arealva,Arealva,SP,-49.0721697,-22.165992200000000,-46.478126,-23.434552900000000
GLO - 4937,GOL,Bauru/Arealva,Arealva,SP,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.0721697,-22.165992200000000
GLO - 4938,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Bauru/Arealva,Arealva,SP,-49.0721697,-22.165992200000000,-46.478126,-23.434552900000000
GLO - 4939,GOL,Bauru/Arealva,Arealva,SP,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-49.0721697,-22.165992200000000
GLO - 5800,GOL,Viracopos,Campinas,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-47.1375685,-23.008205
GLO - 5803,GOL,Viracopos,Campinas,SP,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-47.1375685,-23.008205
GLO - 5808,GOL,Viracopos,Campinas,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-47.1375685,-23.008205
GLO - 5810,GOL,Viracopos,Campinas,SP,Afonso Pena,Sao Jose Dos Pinhais,PR,-49.1724811,-25.5327132,-47.1375685,-23.008205
GLO - 5845,GOL,Tancredo Neves,Confins,MG,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.965396000000000,-19.634099
GLO - 5846,GOL,Tancredo Neves,Confins,MG,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.965396000000000,-19.634099
GLO - 5849,GOL,Nelson Rodrigues Guimaraes,Caldas Novas,GO,Congonhas,Sao Paulo,SP,-46.6565842,-23.6273246,-48.614822,-17.725328
GLO - 5874,GOL,Viracopos,Campinas,SP,Tancredo Neves,Confins,MG,-43.965396000000000,-19.634099,-47.1375685,-23.008205
GLO - 5876,GOL,Salgado Filho,Porto Alegre,RS,Viracopos,Campinas,SP,-47.1375685,-23.008205,-51.175381100000000,-29.9934732
GLO - 5890,GOL,Tancredo Neves,Confins,MG,Viracopos,Campinas,SP,-47.1375685,-23.008205,-43.965396000000000,-19.634099
GLO - 5891,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.3312411,-12.9110977
GLO - 5892,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-46.478126,-23.434552900000000
GLO - 5893,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Presidente Juscelino Kubitschek,Brasilia,DF,-47.9172348,-15.869736900000000,-38.3312411,-12.9110977
GLO - 5894,GOL,Presidente Juscelino Kubitschek,Brasilia,DF,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-47.9172348,-15.869736900000000
GLO - 5895,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-38.3312411,-12.9110977
GLO - 5896,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-43.2494233,-22.8134098
GLO - 5897,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-38.3312411,-12.9110977
GLO - 5898,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-46.478126,-23.434552900000000
GLO - 5899,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Porto Seguro,Porto Seguro,BA,-39.0821431,-16.4395303,-46.478126,-23.434552900000000
GLO - 7450,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-46.478126,-23.434552900000000
GLO - 7451,GOL,Buenos Aires,Buenos Aires,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-58.534828400000000,-34.8150044
GLO - 7452,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-46.478126,-23.434552900000000
GLO - 7453,GOL,Buenos Aires,Buenos Aires,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-58.534828400000000,-34.8150044
GLO - 7454,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-46.478126,-23.434552900000000
GLO - 7460,GOL,Governador Aluizio Alves,Natal,RN,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-35.3673819,-5.768370200000000
GLO - 7461,GOL,Buenos Aires,Buenos Aires,N/I,Governador Aluizio Alves,Natal,RN,-35.3673819,-5.768370200000000,-58.534828400000000,-34.8150044
GLO - 7466,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Rosario,Rosario,N/I,-60.7803905,-32.9168872,-46.478126,-23.434552900000000
GLO - 7467,GOL,Rosario,Rosario,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-60.7803905,-32.9168872
GLO - 7470,GOL,Val De Cans,Belem,PA,Zandery,Zandery,N/I,-55.2000586,5.4560033,-48.4775227,-1.3820615
GLO - 7471,GOL,Zandery,Zandery,N/I,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-55.2000586,5.4560033
GLO - 7472,GOL,Val De Cans,Belem,PA,Zandery,Zandery,N/I,-55.2000586,5.4560033,-48.4775227,-1.3820615
GLO - 7473,GOL,Zandery,Zandery,N/I,Val De Cans,Belem,PA,-48.4775227,-1.3820615,-55.2000586,5.4560033
GLO - 7480,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Assuncao,Assuncao,N/I,-57.5141814,-25.2415129,-46.478126,-23.434552900000000
GLO - 7481,GOL,Assuncao,Assuncao,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-57.5141814,-25.2415129
GLO - 7486,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Mendoza,Mendoza,N/I,-68.7984902,-32.8278642,-46.478126,-23.434552900000000
GLO - 7487,GOL,Mendoza,Mendoza,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-68.7984902,-32.8278642
GLO - 7488,GOL,Salgado Filho,Porto Alegre,RS,Montevideu,Montevideu,N/I,-56.03024180000000,-34.8371859,-51.175381100000000,-29.9934732
GLO - 7489,GOL,Montevideu,Montevideu,N/I,Salgado Filho,Porto Alegre,RS,-51.175381100000000,-29.9934732,-56.03024180000000,-34.8371859
GLO - 7490,GOL,Buenos Aires,Buenos Aires,N/I,Deputado Luis Eduardo Magalhaes,Salvador,BA,-38.3312411,-12.9110977,-58.534828400000000,-34.8150044
GLO - 7491,GOL,Deputado Luis Eduardo Magalhaes,Salvador,BA,Buenos Aires,Buenos Aires,N/I,-58.534828400000000,-34.8150044,-38.3312411,-12.9110977
GLO - 7600,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Viru Viru,Viru Viru,N/I,-63.140756500000000,-17.6431198,-46.478126,-23.434552900000000
GLO - 7601,GOL,Viru Viru,Viru Viru,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-63.140756500000000,-17.6431198
GLO - 7612,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Cordoba,Cordoba,N/I,-64.2123198,-31.315436700000000,-43.2494233,-22.8134098
GLO - 7613,GOL,Cordoba,Cordoba,N/I,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-64.2123198,-31.315436700000000
GLO - 7614,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Cordoba,Cordoba,N/I,-64.2123198,-31.315436700000000,-46.478126,-23.434552900000000
GLO - 7615,GOL,Cordoba,Cordoba,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-64.2123198,-31.315436700000000
GLO - 7616,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Rosario,Rosario,N/I,-60.7803905,-32.9168872,-43.2494233,-22.8134098
GLO - 7617,GOL,Rosario,Rosario,N/I,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-60.7803905,-32.9168872
GLO - 7622,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Aruba,Aruba,N/I,-70.0119926,12.5015939,-46.478126,-23.434552900000000
GLO - 7623,GOL,Aruba,Aruba,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-70.0119926,12.5015939
GLO - 7624,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Caracas/Intl,Caracas/Intl,N/I,-66.81713140000000,10.288347,-46.478126,-23.434552900000000
GLO - 7625,GOL,Caracas/Intl,Caracas/Intl,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-66.81713140000000,10.288347
GLO - 7630,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Montevideu,Montevideu,N/I,-56.03024180000000,-34.8371859,-46.478126,-23.434552900000000
GLO - 7631,GOL,Montevideu,Montevideu,N/I,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,-46.478126,-23.434552900000000,-56.03024180000000,-34.8371859
GLO - 7632,GOL,Guarulhos - Governador Andre Franco Montoro,Guarulhos,SP,Montevideu,Montevideu,N/I,-56.03024180000000,-34.8371859,-46.478126,-23.434552900000000
GLO - 7636,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Montevideu,Montevideu,N/I,-56.03024180000000,-34.8371859,-43.2494233,-22.8134098
GLO - 7637,GOL,Montevideu,Montevideu,N/I,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-56.03024180000000,-34.8371859
GLO - 7638,GOL,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,Montevideu,Montevideu,N/I,-56.03024180000000,-34.8371859,-43.2494233,-22.8134098
GLO - 7639,GOL,Montevideu,Montevideu,N/I,Aeroporto Internacional Do Rio De Janeiro/Galeao,Rio De Janeiro,RJ,-43.2494233,-22.8134098,-56.03024180000000,-34.8371859
